source,page,index,title,conf,review,ocr_raw,alt_title,y0,y1,x0,x1,current_file
AGJ.pdf,56,2,BUT NOT FOR ME,1.00,,BUTNOTFORME,BUT NOT FOR ME,646,1320,0,1654,56_02_BUT_NOT_FOR_ME.png
AGJ.pdf,56,3,BUZZY,0.95,,BUZZY P,BUZZY,1296,1692,0,1654,56_03_BUZZY.png
AGJ.pdf,56,4,BYE BYE BLACKBIRD,0.90,,RYEBYEBLACKAQD,BYE BYE BLACKBIRD,1668,2291,0,1654,56_04_BYE_BYE_BLACKBIRD.png
AGJ.pdf,57,1,BY,0.67,,DIED ANDIE,BY(E) AND BY(E),0,312,0,1654,57_01_BY.png
AGJ.pdf,57,2,BYE BYE BLUES,0.91,,,BYE BYE BLUES,288,838,0,1654,57_02_BYE_BYE_BLUES.png
AGJ.pdf,57,3,BY THE BEAUTIFUL SEA,0.97,,BYTHEBEAUTFULSLA,BY THE BEAUTIFUL SEA,814,1416,0,1654,57_03_BY_THE_BEAUTIFUL_SEA.png
AGJ.pdf,57,4,BY THE LIGHT OF THE SILVERY MOON,0.82,,THELGHTOFTHESINVERYMOM,BY THE LIGHT OF THE SILVERY MOON,1392,2203,0,1654,57_04_BY_THE_LIGHT_OF_THE_SILVERY_MOON.png
AGJ.pdf,58,1,BY THE RIVER SAINTE MARIE,0.81,,IHERVERSANTEMARE,BY THE RIVER SAINTE MARIE,0,553,0,1654,58_01_BY_THE_RIVER_SAINTE_MARIE.png
AGJ.pdf,58,2,BY THE WATERS OF MINNETONKA,0.00,yes,E,BY THE WATERS OF MINNETONKA,529,1622,0,1654,58_02_BY_THE_WATERS_OF_MINNETONKA.png
AGJ.pdf,59,1,CAKEWALKING BABIES FROM HOME,0.77,,U CAKEWALKT BABESKOTHOME,CAKEWALKING BABIES FROM HOME,0,886,0,1654,59_01_CAKEWALKING_BABIES_FROM_HOME.png
AGJ.pdf,59,2,CALDONIA,0.59,,CALDONAMAKESYBGHEAD RD,CALDONIA (WHAT MAKES YOUR BIG HEAD SO HARD ?),862,1054,0,1654,59_02_CALDONIA.png
AGJ.pdf,59,3,CALIFORNIA HERE I AM,0.71,,LCALFORNAWERECOME,CALIFORNIA HERE I AM,1030,1627,0,1654,59_03_CALIFORNIA_HERE_I_AM.png
AGJ.pdf,59,4,CALL ME DARLING,0.69,,CALLMEDARLNGTCAMEDEAR,"CALL ME DARLING (CALL ME SWEETHEART, CALL ME DEAR)",1603,2256,0,1654,59_04_CALL_ME_DARLING.png
AGJ.pdf,60,1,CALL ME IRRESPONSIBLE,0.94,,CALLMERRESPONSBLE,CALL ME IRRESPONSIBLE,0,637,0,1654,60_01_CALL_ME_IRRESPONSIBLE.png
AGJ.pdf,60,2,CALL OF THE FREAKS,0.93,,CALLOFTWEFREAKS,CALL OF THE FREAKS,613,1160,0,1654,60_02_CALL_OF_THE_FREAKS.png
AGJ.pdf,60,3,CAMP MEETING BLUES,0.88,,CAMPMEETNGBLIES I,CAMP MEETING BLUES,1136,1825,0,1654,60_03_CAMP_MEETING_BLUES.png
AGJ.pdf,60,4,CANAL STREET BLUES,0.97,,ANALSTREETBLUES,CANAL STREET BLUES,1801,2269,0,1654,60_04_CANAL_STREET_BLUES.png
AGJ.pdf,61,1,CANADIAN CAPERS,1.00,,CANADIANCAPERS,CANADIAN CAPERS,0,1568,0,1654,61_01_CANADIAN_CAPERS.png
AGJ.pdf,61,2,CANDY,0.91,,LCANDY,CANDY,1544,2200,0,1654,61_02_CANDY.png
AGJ.pdf,62,1,CANADIAN SUNSET,0.00,yes,,CANADIAN SUNSET,0,517,0,1654,62_01_CANADIAN_SUNSET.png
AGJ.pdf,62,2,CANDY LIPS,0.71,,CANDYLPS,CANDY LIPS (I'M STUCK ON YOU),493,1480,0,1654,62_02_CANDY_LIPS.png
AGJ.pdf,62,3,CAN'T HELP LOVIN' DAT MAN,0.94,,ANTWELPLOVNDATMAN M,CAN'T HELP LOVIN' DAT MAN,1456,2144,0,1654,62_03_CAN_T_HELP_LOVIN_DAT_MAN.png
AGJ.pdf,63,1,CANNONBALL BLUES,0.12,yes,L,CANNONBALL BLUES,0,950,0,1654,63_01_CANNONBALL_BLUES.png
AGJ.pdf,63,2,CAN'T WE BE FRIENDS,0.97,,LCANTWEBEFRENDS,CAN'T WE BE FRIENDS,926,1464,0,1654,63_02_CAN_T_WE_BE_FRIENDS.png
AGJ.pdf,63,3,CARELESS LOVE,0.78,,L CARELESSLOVEELE,CARELESS LOVE (LOVELESS LOVE),1440,2150,0,1654,63_03_CARELESS_LOVE.png
AGJ.pdf,64,1,CARAVAN,0.00,yes,,CARAVAN,0,420,0,1654,64_01_CARAVAN.png
AGJ.pdf,64,2,CARIOCA,0.71,,FAROCA,CARIOCA,396,1494,0,1654,64_02_CARIOCA.png
AGJ.pdf,64,3,CAROLINA IN THE MORNING,0.83,,AROLNATTHEMORNNG,CAROLINA IN THE MORNING,1470,2132,0,1654,64_03_CAROLINA_IN_THE_MORNING.png
AGJ.pdf,65,1,CARRY ME BACK TO OLD VIRGINIA,0.00,yes,,CARRY ME BACK TO OLD VIRGINIA,0,448,0,1654,65_01_CARRY_ME_BACK_TO_OLD_VIRGINIA.png
AGJ.pdf,65,2,CASEY JONES,0.70,,L C,CASEY JONES (THE BRAVE ENGINEER),424,914,0,1654,65_02_CASEY_JONES.png
AGJ.pdf,65,3,CASTLE ROCK,1.00,,CASTLEROCK,CASTLE ROCK,890,1439,0,1654,65_03_CASTLE_ROCK.png
AGJ.pdf,65,4,CAUSE I FEEL LOWDOWN,0.00,yes,CAUSEFEELLOWDOWN,CAUSE I FEEL LOWDOWN,1415,2253,0,1654,65_04_CAUSE_I_FEEL_LOWDOWN.png
AGJ.pdf,66,1,CAUTION BLUES,0.68,,ALUTONDBLUEDBLES RD M,CAUTION BLUES (BLUES IN THIRDS),0,330,0,1654,66_01_CAUTION_BLUES.png
AGJ.pdf,66,2,CC RIDER,0.33,yes,RER SEESERR,CC RIDER,306,1106,0,1654,66_02_CC_RIDER.png
AGJ.pdf,66,3,CEMENT MIXER,0.69,,FEMENTMXER,"CEMENT MIXER (PUT-TI, PUT-TI)",1082,1446,0,1654,66_03_CEMENT_MIXER.png
AGJ.pdf,66,4,C'EST SI BON,0.74,,CESTSBON,C'EST SI BON (IT'S SO GOOD),1422,2221,0,1654,66_04_C_EST_SI_BON.png
AGJ.pdf,67,1,CHANGE PARTNERS,0.00,yes,CHAMP,CHANGE PARTNERS,0,1016,0,1654,67_01_CHANGE_PARTNERS.png
AGJ.pdf,67,2,CHANGES,1.00,,CHANGES,CHANGES,992,2104,0,1654,67_02_CHANGES.png
AGJ.pdf,67,3,CHANGES MADE,0.74,,CHANGESMADE THERELLBESOMECHANGESMADE,CHANGES MADE,2080,2149,0,1654,67_03_CHANGES_MADE.png
AGJ.pdf,68,1,"CHANT, THE",0.72,,THECHATIISPSERENAE,"CHANT, THE (SPOOKY SERENADE)",0,1184,0,1654,68_01_CHANT_THE.png
AGJ.pdf,68,2,CHARLEY MY BOY,0.96,,YARLEYMYBOY,CHARLEY MY BOY,1160,2263,0,1654,68_02_CHARLEY_MY_BOY.png
AGJ.pdf,69,1,CHARLESTON,0.52,yes,L CHARLES,CHARLESTON,0,771,0,1654,69_01_CHARLESTON.png
AGJ.pdf,69,2,CHARMAINE,0.00,yes,CHARMANE,CHARMAINE,747,1360,0,1654,69_02_CHARMAINE.png
AGJ.pdf,69,3,CHASING SHADOWS,0.96,,MCHASNGSHADOWS,CHASING SHADOWS,1336,1952,0,1654,69_03_CHASING_SHADOWS.png
AGJ.pdf,69,4,CHASIN' THE BIRD,0.00,yes,IHNOTWERRK,CHASIN' THE BIRD,1928,1997,0,1654,69_04_CHASIN_THE_BIRD.png
AGJ.pdf,70,1,CHATTANOOGA CHOO CHOO,0.26,yes,ULCHOUU,CHATTANOOGA CHOO CHOO,0,833,0,1654,70_01_CHATTANOOGA_CHOO_CHOO.png
AGJ.pdf,70,2,CHATTANOOGA STOMP,0.88,,CHATANOOGASTOMP I,CHATTANOOGA STOMP,809,2094,0,1654,70_02_CHATTANOOGA_STOMP.png
AGJ.pdf,71,1,CHEATING ON ME,0.14,yes,S,CHEATING ON ME,0,516,0,1654,71_01_CHEATING_ON_ME.png
AGJ.pdf,71,2,CHEEK TO CHEEK,1.00,,SD,CHEEK TO CHEEK,492,1270,0,1654,71_02_CHEEK_TO_CHEEK.png
AGJ.pdf,71,3,CHELSEA BRIDGE,0.85,,JTCHELSEABRQGE,CHELSEA BRIDGE,1246,2135,0,1654,71_03_CHELSEA_BRIDGE.png
AGJ.pdf,71,4,CHERRY,0.00,yes,,CHERRY,2111,2180,0,1654,71_04_CHERRY.png
AGJ.pdf,72,1,CHEROKEE,0.09,yes,,CHEROKEE (INDIAN LOVE SONG),0,751,0,1654,72_01_CHEROKEE.png
AGJ.pdf,72,2,CHERRY RED,1.00,,CHERRYRED,CHERRY RED,727,996,0,1654,72_02_CHERRY_RED.png
AGJ.pdf,72,3,CHERYL,1.00,,CHERYL,CHERYL,972,1352,0,1654,72_03_CHERYL.png
AGJ.pdf,72,4,CHICAGO,0.48,yes,HCAGO,CHICAGO (THAT TODD'LING TOWN),1328,2211,0,1654,72_04_CHICAGO.png
AGJ.pdf,73,1,CHICAGO BREAKDOWN,0.57,,HCAGUBREAKLUWN,CHICAGO BREAKDOWN (STRATFORD HUNCH),0,1269,0,1654,73_01_CHICAGO_BREAKDOWN.png
AGJ.pdf,73,2,CHLOE,0.77,,CHLOEFTHESWAMP,CHLOE (SONG OF THE SWAMP),1245,2181,0,1654,73_02_CHLOE.png
AGJ.pdf,73,3,CHIME BLUES,0.90,,CHMESBLUES,CHIME BLUES,2157,2226,0,1654,73_03_CHIME_BLUES.png
AGJ.pdf,74,1,CHINA BOY,1.00,,CHINA BOY,CHINA BOY,0,532,0,1654,74_01_CHINA_BOY.png
AGJ.pdf,74,2,CHINATOWN MY CHINATOWN,0.09,yes,GBP,CHINATOWN MY CHINATOWN,508,1195,0,1654,74_02_CHINATOWN_MY_CHINATOWN.png
AGJ.pdf,74,3,CHRISTOPHER COLOMBUS,0.00,yes,BL,CHRISTOPHER COLOMBUS (A RHYTHM COCKTAIL),1171,1918,0,1654,74_03_CHRISTOPHER_COLOMBUS.png
AGJ.pdf,75,1,CIRIBIRIBIN,0.31,yes,CR,CIRIBIRIBIN,0,1066,0,1654,75_01_CIRIBIRIBIN.png
AGJ.pdf,75,2,CLARINET MARMELADE,0.91,,JCLARNETMARMALADE,CLARINET MARMELADE,1042,2182,0,1654,75_02_CLARINET_MARMELADE.png
AGJ.pdf,76,1,CLAP HANDS HERE COMES CHARLEY,0.90,,CLAPHAMISHERECOMESCHARLEY,CLAP HANDS HERE COMES CHARLEY,0,895,0,1654,76_01_CLAP_HANDS_HERE_COMES_CHARLEY.png
AGJ.pdf,76,2,CLIMAX RAG,0.94,,CLMAXRAG,CLIMAX RAG,871,2280,0,1654,76_02_CLIMAX_RAG.png
AGJ.pdf,77,1,CLOSE YOUR EYES,1.00,,CLOSEYOUREYES,CLOSE YOUR EYES,0,583,0,1654,77_01_CLOSE_YOUR_EYES.png
AGJ.pdf,77,2,COAL CART BLUES,0.51,yes,F,COAL CART BLUES (SATCHELMOUTH SWING),559,1948,0,1654,77_02_COAL_CART_BLUES.png
AGJ.pdf,78,1,COCKTAILS FOR TWO,0.60,,CULKRIALSFURIWO,COCKTAILS FOR TWO,0,833,0,1654,78_01_COCKTAILS_FOR_TWO.png
AGJ.pdf,78,2,COME BACK SWEET PAPA,1.00,,COMEBACKSWEETPAPA,COME BACK SWEET PAPA,809,2245,0,1654,78_02_COME_BACK_SWEET_PAPA.png
AGJ.pdf,79,1,"COME ON AND STOMP, STOMP, STOMP",0.56,,L LOMEONANYDD,"COME ON AND STOMP, STOMP, STOMP",0,746,0,1654,79_01_COME_ON_AND_STOMP_STOMP_STOMP.png
AGJ.pdf,79,2,COME RAIN OR COME SHINE,0.89,,COMERANORCOMESHNE,COME RAIN OR COME SHINE,722,1454,0,1654,79_02_COME_RAIN_OR_COME_SHINE.png
AGJ.pdf,79,3,CON ALMA,1.00,,CONALMA,CON ALMA,1430,2068,0,1654,79_03_CON_ALMA.png
AGJ.pdf,79,4,CONCERTO FOR COOTIE,0.20,yes,LJ EO,CONCERTO FOR COOTIE,2044,2113,0,1654,79_04_CONCERTO_FOR_COOTIE.png
AGJ.pdf,80,1,COME SUNDAY,0.49,yes,LUIIESOUNUAT,COME SUNDAY,0,464,0,1654,80_01_COME_SUNDAY.png
AGJ.pdf,80,2,CONEY ISLAND WASHBOARD,0.97,,CONEYSLANDWASHBOARD,CONEY ISLAND WASHBOARD,440,1245,0,1654,80_02_CONEY_ISLAND_WASHBOARD.png
AGJ.pdf,80,3,CONFIRMATION,0.55,,TANEDMATAN,CONFIRMATION (RIFF WARMER),1221,1910,0,1654,80_03_CONFIRMATION.png
AGJ.pdf,81,1,"CONTINENTAL, THE",0.46,yes,L CONYHENIAL,"CONTINENTAL, THE (YOU KISS WHILE YOU'RE DANCING)",0,1796,0,1654,81_01_CONTINENTAL_THE.png
AGJ.pdf,81,2,"CORRINE, CORRINA",0.00,yes,,"CORRINE, CORRINA",1772,1841,0,1654,81_02_CORRINE_CORRINA.png
AGJ.pdf,82,1,COPENHAGEN,0.46,yes,LUPCIIHADEI,COPENHAGEN,0,878,0,1654,82_01_COPENHAGEN.png
AGJ.pdf,82,2,COQUETTE,1.00,,COOUETTIE,COQUETTE,854,1530,0,1654,82_02_COQUETTE.png
AGJ.pdf,82,3,CORCOVADO,0.63,,CORCOVADOCOF STARS,CORCOVADO (QUIET NIGHT OF QUIET STARS),1506,2208,0,1654,82_03_CORCOVADO.png
AGJ.pdf,83,1,CORNER POCKET,0.00,yes,CORNER POCKEI,CORNER POCKET (UNTIL I MET YOU),0,494,0,1654,83_01_CORNER_POCKET.png
AGJ.pdf,83,2,CORNET SHOP SUEY,1.00,,LCORNETSHOPSUEY,CORNET SHOP SUEY,470,1778,0,1654,83_02_CORNET_SHOP_SUEY.png
AGJ.pdf,83,3,"COTTAGE FOR SALE, A",0.98,,COWAGEFORSALE,"COTTAGE FOR SALE, A",1754,2178,0,1654,83_03_COTTAGE_FOR_SALE_A.png
AGJ.pdf,84,1,COTTON TAIL,0.43,yes,LOIIONIALCS I,COTTON TAIL (SHUCKIN' AND STIFFIN'),0,483,0,1654,84_01_COTTON_TAIL.png
AGJ.pdf,84,2,CRAZEOLOGY,0.76,,CDAZENIACY,"CRAZEOLOGY (LITTLE BENNY, BUD'S BUBBLE)",459,1004,0,1654,84_02_CRAZEOLOGY.png
AGJ.pdf,84,3,CRAZY QUILT,0.95,,CRAZYQULT,CRAZY QUILT,980,2271,0,1654,84_03_CRAZY_QUILT.png
AGJ.pdf,85,1,CRAZY RHYTHM,0.00,yes,J,CRAZY RHYTHM,0,752,0,1654,85_01_CRAZY_RHYTHM.png
AGJ.pdf,85,2,CRAZY,0.75,,CRAZYSWECALLSME,CRAZY (S)HE CALLS ME,728,1399,0,1654,85_02_CRAZY.png
AGJ.pdf,85,3,CRAZY WORDS-CRAZY TUNE,0.00,yes,CRAZE,CRAZY WORDS-CRAZY TUNE (VO-DO-DE-O),1375,2270,0,1654,85_03_CRAZY_WORDS_CRAZY_TUNE.png
AGJ.pdf,86,1,CREOLE LOVE CALL,0.42,yes,VLALL,CREOLE LOVE CALL,0,320,0,1654,86_01_CREOLE_LOVE_CALL.png
AGJ.pdf,86,2,CRYING FOR THE CAROLINES,0.90,,CRYNGFORTWECAROLNES,CRYING FOR THE CAROLINES,296,1145,0,1654,86_02_CRYING_FOR_THE_CAROLINES.png
AGJ.pdf,86,3,CRY ME A RIVER,0.95,,CRYMEARVER,CRY ME A RIVER,1121,1677,0,1654,86_03_CRY_ME_A_RIVER.png
AGJ.pdf,86,4,C.T.A,0.00,yes,CTA,C.T.A,1653,2243,0,1654,86_04_C_T_A.png
AGJ.pdf,87,1,CUSHION FOOT STOMP,0.53,yes,LUSHUIFUOUYOUIT,CUSHION FOOT STOMP,0,1530,0,1654,87_01_CUSHION_FOOT_STOMP.png
AGJ.pdf,87,2,CUTE,1.00,,CUTE,CUTE,1506,2165,0,1654,87_02_CUTE.png
AGJ.pdf,88,1,"CURSE OF AN ACHING HEART, THE",0.96,,CURSEGFANACHINGHEARTTHE,"CURSE OF AN ACHING HEART, THE",0,1060,0,1654,88_01_CURSE_OF_AN_ACHING_HEART_THE.png
AGJ.pdf,88,2,CYNTHIA'S IN LOVE,0.85,,CYNTHASWLOVE,CYNTHIA'S IN LOVE,1036,1777,0,1654,88_02_CYNTHIA_S_IN_LOVE.png
AGJ.pdf,88,3,CHIMES BLUES,0.00,yes,CHMESBLUES,CHIMES BLUES,1753,2197,0,1654,88_03_CHIMES_BLUES.png
AGJ.pdf,89,1,DAAHOUD,1.00,,DAAHOUD,DAAHOUD,0,472,0,1654,89_01_DAAHOUD.png
AGJ.pdf,89,2,DALLAS BLUES,1.00,,UO,DALLAS BLUES,448,1274,0,1654,89_02_DALLAS_BLUES.png
AGJ.pdf,89,3,DANCE OF THE INFIDELS,0.91,,WDANCEOFTHENFDELS,DANCE OF THE INFIDELS,1250,1831,0,1654,89_03_DANCE_OF_THE_INFIDELS.png
AGJ.pdf,89,4,DAPHNE,1.00,,DAPHNE,DAPHNE,1807,2229,0,1654,89_04_DAPHNE.png
AGJ.pdf,90,1,DANCING IN THE DARK,0.94,,AANCING N PAIK,DANCING IN THE DARK,0,103,0,1654,90_01_DANCING_IN_THE_DARK.png
AGJ.pdf,90,2,DANCING ON THE CEILING,0.00,yes,FETOEYFEOET,DANCING ON THE CEILING,79,1136,0,1654,90_02_DANCING_ON_THE_CEILING.png
AGJ.pdf,90,3,DANNY BOY,0.08,yes,,DANNY BOY (A LONDONDERRY AIR),1112,2228,0,1654,90_03_DANNY_BOY.png
AGJ.pdf,91,1,DANS LES RUES D'ANTIBES,0.64,,DANSLESRUESDANBES T,DANS LES RUES D'ANTIBES (THE STREETS OF ANTIBES),0,1403,0,1654,91_01_DANS_LES_RUES_D_ANTIBES.png
AGJ.pdf,91,2,"DARKTOWN STRUTTER'S BALL, THE",0.83,,NADKTAWNSTIDITTEDSRAI,"DARKTOWN STRUTTER'S BALL, THE",1379,2256,0,1654,91_02_DARKTOWN_STRUTTER_S_BALL_THE.png
AGJ.pdf,92,1,DARDANELLA,0.00,yes,,DARDANELLA,0,893,0,1654,92_01_DARDANELLA.png
AGJ.pdf,92,2,DARK EYES,0.58,,NARKEYES Y,"DARK EYES (BLACK EYES, OCHI TCHORNIA, LES YEUX NOIRS)",869,1326,0,1654,92_02_DARK_EYES.png
AGJ.pdf,92,3,"DARKNESS ON THE DELTA, WHEN IT'S",0.88,,E DARKNESSONTHEDELTA,"DARKNESS ON THE DELTA, WHEN IT'S",1302,1675,0,1654,92_03_DARKNESS_ON_THE_DELTA_WHEN_IT_S.png
AGJ.pdf,92,4,"DARLING, JE VOUS AIME BEAUCOUP",0.90,,DARLNGJEVOUSANEBEAUCOUP,"DARLING, JE VOUS AIME BEAUCOUP",1651,2261,0,1654,92_04_DARLING_JE_VOUS_AIME_BEAUCOUP.png
AGJ.pdf,93,1,DARLING NELLY,0.00,yes,G,DARLING NELLY (NELLIE) GRAY,0,603,0,1654,93_01_DARLING_NELLY.png
AGJ.pdf,93,2,DARN THAT DREAM,0.93,,LJDARNTHATDREAM,DARN THAT DREAM,579,2158,0,1654,93_02_DARN_THAT_DREAM.png
AGJ.pdf,94,1,DAY BY DAY,0.18,yes,UAIBDAT,DAY BY DAY,0,542,0,1654,94_01_DAY_BY_DAY.png
AGJ.pdf,94,2,DAY DREAM,0.75,,,DAY DREAM,518,1262,0,1654,94_02_DAY_DREAM.png
AGJ.pdf,94,3,"DAY IN, DAY OUT",0.00,yes,DAYNDAYOUT,"DAY IN, DAY OUT",1238,2236,0,1654,94_03_DAY_IN_DAY_OUT.png
AGJ.pdf,95,1,DAYS OF WINE AND ROSES,0.91,,DAYS OF WHEANDROSES,DAYS OF WINE AND ROSES,0,513,0,1654,95_01_DAYS_OF_WINE_AND_ROSES.png
AGJ.pdf,95,2,DEAD MAN BLUES,0.92,,DEADMANALLIES,DEAD MAN BLUES,489,1027,0,1654,95_02_DEAD_MAN_BLUES.png
AGJ.pdf,95,3,DEARLY BELOVED,1.00,,DEARLYBELOVED,DEARLY BELOVED,1003,1545,0,1654,95_03_DEARLY_BELOVED.png
AGJ.pdf,95,4,DEAR OLD SOUTHLAND,0.83,,DEAROLDSOUTHLAND,DEAR OLD SOUTHLAND,1521,2256,0,1654,95_04_DEAR_OLD_SOUTHLAND.png
AGJ.pdf,96,1,DEDICATED TO YOU,0.59,,UEDLAIEDIOYOU,DEDICATED TO YOU,0,514,0,1654,96_01_DEDICATED_TO_YOU.png
AGJ.pdf,96,2,DEEP HENDERSON,0.96,,DEEPHENDERSON,DEEP HENDERSON,490,2277,0,1654,96_02_DEEP_HENDERSON.png
AGJ.pdf,97,1,DEED I DO,0.86,,DEEDDOO,DEED I DO,14,367,0,1654,97_01_DEED_I_DO.png
AGJ.pdf,97,2,DEEP IN A DREAM,0.87,,DEEPADREAN,DEEP IN A DREAM,343,897,0,1654,97_02_DEEP_IN_A_DREAM.png
AGJ.pdf,97,3,DEEP IN THE HEART OF TEXAS,0.78,,DEEPNTHEHEARTOFTEXAS,DEEP IN THE HEART OF TEXAS,873,1200,0,1654,97_03_DEEP_IN_THE_HEART_OF_TEXAS.png
AGJ.pdf,97,4,DEEP PURPLE,0.95,,DEEPPURPLE,DEEP PURPLE,1176,1864,0,1654,97_04_DEEP_PURPLE.png
AGJ.pdf,97,5,DEEP RIVER,0.94,,DEEPRVER,DEEP RIVER,1840,2268,0,1654,97_05_DEEP_RIVER.png
AGJ.pdf,98,1,DESAFINADO,0.00,yes,BCFFCFE,"DESAFINADO (OUT OF TUNE, OFF KEY)",563,1373,0,1654,98_01_DESAFINADO.png
AGJ.pdf,98,2,DETOUR AHEAD,0.00,yes,KEFE,DETOUR AHEAD,1349,1578,0,1654,98_02_DETOUR_AHEAD.png
AGJ.pdf,98,3,DIG,0.00,yes,PB CTC,DIG (DONNA),1554,2105,0,1654,98_03_DIG.png
AGJ.pdf,99,1,DIANE,0.25,yes,I O,DIANE,0,1022,0,1654,99_01_DIANE.png
AGJ.pdf,99,2,DID I REMEMBER,0.78,,YODREMEMBER,DID I REMEMBER,998,2181,0,1654,99_02_DID_I_REMEMBER.png
AGJ.pdf,99,3,DIGA DIGA DOO,0.00,yes,U,DIGA DIGA DOO,2157,2226,0,1654,99_03_DIGA_DIGA_DOO.png
AGJ.pdf,100,1,DINAH,1.00,,DINAH,DINAH,0,778,0,1654,100_01_DINAH.png
AGJ.pdf,100,2,DIPPERMOUTH BLUES,0.80,,DPPERMOUTHBLUESGF,DIPPERMOUTH BLUES (SUGAR FOOT STOMP),754,1611,0,1654,100_02_DIPPERMOUTH_BLUES.png
AGJ.pdf,100,3,"DIPSY DOODLE, THE",0.72,,DPSYDDDDLE E,"DIPSY DOODLE, THE",1587,2143,0,1654,100_03_DIPSY_DOODLE_THE.png
AGJ.pdf,101,1,DIRTY DOZENS,0.00,yes,,DIRTY DOZENS,0,287,0,1654,101_01_DIRTY_DOZENS.png
AGJ.pdf,101,2,DIXIE,0.00,yes,X,DIXIE (DIXIE'S LAND),263,825,0,1654,101_02_DIXIE.png
AGJ.pdf,101,3,DJANGO,1.00,,DJANGO,DJANGO,923,2245,0,1654,101_03_DJANGO.png
AGJ.pdf,102,1,DIZZY ATMOSPHERE,1.00,,DIZZYATMOSPHERE,DIZZY ATMOSPHERE,6,361,0,1654,102_01_DIZZY_ATMOSPHERE.png
AGJ.pdf,102,2,DJANGOLOGY,0.17,yes,DJANGDLOGY OS,DJANGOLOGY,337,1200,0,1654,102_02_DJANGOLOGY.png
AGJ.pdf,102,3,DOCTOR JAZZ,0.27,yes,Z E,DOCTOR JAZZ,1176,1601,0,1654,102_03_DOCTOR_JAZZ.png
AGJ.pdf,102,4,DONNA,0.76,,DONNA DIG,DONNA,1577,1835,0,1654,102_04_DONNA.png
AGJ.pdf,102,5,DO NOTHING TILL YOU HEAR FROM ME,0.00,yes,,DO NOTHING TILL YOU HEAR FROM ME,1811,2180,0,1654,102_05_DO_NOTHING_TILL_YOU_HEAR_FROM_ME.png
AGJ.pdf,103,1,DOIN' THE NEW LOW DOWN,1.00,,DOINTHENEWLOWDOWN,DOIN' THE NEW LOW DOWN,0,826,0,1654,103_01_DOIN_THE_NEW_LOW_DOWN.png
AGJ.pdf,103,2,DONNA LEE,0.88,,UONNALEE,DONNA LEE,802,1449,0,1654,103_02_DONNA_LEE.png
AGJ.pdf,103,3,DON'T BLAME ME,0.91,,PONTBLAMEME,DON'T BLAME ME,1425,2159,0,1654,103_03_DON_T_BLAME_ME.png
AGJ.pdf,104,1,DOLPHIN DANCE,0.70,,,DOLPHIN DANCE,0,846,0,1654,104_01_DOLPHIN_DANCE.png
AGJ.pdf,104,2,DON'T BE THAT WAY,0.92,,LONTBETHATWAY,DON'T BE THAT WAY,822,1212,0,1654,104_02_DON_T_BE_THAT_WAY.png
AGJ.pdf,104,3,DON'T EXPLAIN,0.86,,NONTEXPLAN,DON'T EXPLAIN,1188,1752,0,1654,104_03_DON_T_EXPLAIN.png
AGJ.pdf,104,4,DON'T GET AROUND MUCH ANYMORE,0.86,,LONTGETAROUNDMUCHANYMORE,DON'T GET AROUND MUCH ANYMORE (NEVER NO LAMENT),1728,2242,0,1654,104_04_DON_T_GET_AROUND_MUCH_ANYMORE.png
AGJ.pdf,105,1,DON'T FORGET TO MESS AROUND,0.94,,DONTFORGETTOMESSAROUNDI,DON'T FORGET TO MESS AROUND,0,912,0,1654,105_01_DON_T_FORGET_TO_MESS_AROUND.png
AGJ.pdf,105,2,DON'T TAKE YOUR LOVE FROM ME,0.00,yes,,DON'T TAKE YOUR LOVE FROM ME,888,1478,0,1654,105_02_DON_T_TAKE_YOUR_LOVE_FROM_ME.png
AGJ.pdf,105,3,DON'T WORRY 'BOUT ME,0.93,,LANTWADDYBMITME,DON'T WORRY 'BOUT ME,1454,2163,0,1654,105_03_DON_T_WORRY_BOUT_ME.png
AGJ.pdf,106,1,DON'T YOU LEAVE ME HERE,0.00,yes,,DON'T YOU LEAVE ME HERE,0,498,0,1654,106_01_DON_T_YOU_LEAVE_ME_HERE.png
AGJ.pdf,106,2,DOODLIN',0.00,yes,G,DOODLIN',474,1264,0,1654,106_02_DOODLIN.png
AGJ.pdf,106,3,DO SOMETHING,0.31,yes,DODLN,DO SOMETHING,1240,1810,0,1654,106_03_DO_SOMETHING.png
AGJ.pdf,106,4,DO WHAT ORY SAYS,0.85,,TOWWATORYSATS,DO WHAT ORY SAYS,1786,2197,0,1654,106_04_DO_WHAT_ORY_SAYS.png
AGJ.pdf,107,1,DOWN AMONG THE SHELTERING PALMS,0.98,,DOWNAMONGTHESHELTERNGPALMS,DOWN AMONG THE SHELTERING PALMS,8,730,0,1654,107_01_DOWN_AMONG_THE_SHELTERING_PALMS.png
AGJ.pdf,107,2,DOWN BY THE OLD MILLSTREAM,0.98,,DOWNBYTHEOLDM LLSTREAM,DOWN BY THE OLD MILLSTREAM,706,1793,0,1654,107_02_DOWN_BY_THE_OLD_MILLSTREAM.png
AGJ.pdf,107,3,DOWN BY THE RIVERSIDE,0.00,yes,L B,DOWN BY THE RIVERSIDE,1769,1838,0,1654,107_03_DOWN_BY_THE_RIVERSIDE.png
AGJ.pdf,108,1,DOWN HEARTED BLUES,0.94,,DOWNHEARTEDBLLES,DOWN HEARTED BLUES,12,629,0,1654,108_01_DOWN_HEARTED_BLUES.png
